1,Normal,1552642460837,-0.7422,-0.29688,10.35732
1,Normal,1552642461236,-0.34955,-0.11013,10.50576
1,Normal,1552642461641,-0.30167,-0.0814,9.45231
1,Normal,1552642462037,-0.27773,-0.00958,9.27993
1,Normal,1552642462437,-0.19632,0.0431,9.165
1,Normal,1552642462834,-0.01437,0.07183,9.07881
1,Normal,1552642463236,-0.44532,-0.06704,9.12191
1,Normal,1552642463637,-0.44532,-0.07183,9.18416
1,Normal,1552642464037,-0.47405,-0.0814,9.23204
1,Normal,1552642464437,-0.52194,-0.09098,9.35175
1,Normal,1552642464838,-0.58419,-0.05746,9.46189
1,Normal,1552642465237,-0.62728,-0.10534,9.65342
1,Normal,1552642465638,-0.64643,-0.1245,9.64863
1,Normal,1552642466038,-0.68953,-0.21069,9.76355
1,Normal,1552642466436,-0.73263,-0.24421,9.92636
1,Normal,1552642466839,-0.70868,-0.2873,10.07001
1,Normal,1552642467238,-0.72784,-0.28252,10.26634
1,Normal,1552642467639,-0.66559,-0.2873,10.13226
1,Normal,1552642468037,-0.68474,-0.27294,10.18493
1,Normal,1552642468442,-0.69432,-0.2873,10.27112
1,Normal,1552642468837,-0.71826,0.02873,10.4052
1,Normal,1552642469237,-0.7039,-0.05746,10.47703
1,Normal,1552642469635,-0.7039,-0.18675,9.79228
1,Normal,1552642470037,-0.03831,0.00958,10.36689
1,Normal,1552642470437,0.00479,0.05746,10.21366
1,Normal,1552642470837,-0.01437,0.03352,10.07001
1,Normal,1552642471236,-0.00958,0.06704,9.99819
1,Normal,1552642471638,-0.00958,0.03352,9.94073
1,Normal,1552642472038,0.02394,0.05267,10.17057
1,Normal,1552642472437,-0.15802,-0.0431,10.46745
1,Normal,1552642472835,-0.29688,-0.09577,10.50576
1,Normal,1552642473237,-0.30646,-0.10534,10.50097
1,Normal,1552642473638,-0.47405,-0.21548,9.79228
1,Normal,1552642474039,0.02394,0.04788,10.27591
1,Normal,1552642474437,-0.68474,-0.28252,10.1993
1,Normal,1552642474836,-0.72305,0.05267,10.30943
1,Normal,1552642475237,-0.72305,-0.03831,10.50576
1,Normal,1552642475637,-0.24421,-0.10534,10.4866
1,Normal,1552642476037,-0.20111,-0.07183,10.50097
1,Normal,1552642476437,-0.18196,-0.05267,10.48182
1,Normal,1552642476837,-0.09577,-0.01437,10.4483
1,Normal,1552642477237,-0.70868,0.05746,10.19451
1,Normal,1552642477637,-0.02394,0.05267,9.91199
1,Normal,1552642478037,-0.15323,-0.06704,9.59117
1,Normal,1552642478436,-0.13886,-0.04788,9.39006
1,Normal,1552642478838,-0.13886,0.02394,9.22246
1,Normal,1552642479238,-0.22027,0.03831,9.15064
1,Normal,1552642479637,-0.3735,-0.00958,9.06924
1,Normal,1552642480037,-0.5363,-0.09577,9.36612
1,Normal,1552642480439,-0.56503,-0.07661,10.49618
1,Normal,1552642480837,-0.62728,-0.10056,10.51533
1,Normal,1552642481235,-0.6177,-0.11492,9.65821
1,Normal,1552642481640,-0.6177,-0.07183,10.52491
1,Normal,1552642482037,-0.62728,-0.09098,10.48182
1,Normal,1552642482437,-0.64165,-0.06704,10.47703
1,Normal,1552642482837,-0.72305,0.03352,10.43393
1,Normal,1552642483235,-0.44053,-0.15323,9.74919
1,Normal,1552642483638,-0.12929,0.02873,9.25119
1,Normal,1552642484038,-0.43096,-0.06225,9.17937
1,Normal,1552642484437,-0.64643,-0.18675,9.70609
1,Normal,1552642484836,-0.64643,-0.25857,10.31422
1,Normal,1552642485237,-0.27773,-0.06225,10.50576
1,Normal,1552642485637,-0.03352,0.02873,10.36211
1,Normal,1552642486038,-0.14844,-0.04788,9.4571
1,Normal,1552642486438,-0.27773,0.01915,9.13148
1,Normal,1552642486839,-0.56024,-0.06704,9.42358
1,Normal,1552642487239,-0.71826,-0.26815,10.43872
1,Normal,1552642487637,-0.3735,-0.14365,10.4483
1,Normal,1552642488040,-0.23942,-0.06225,10.45308
1,Normal,1552642488441,0.00958,0.04788,10.0748
1,Normal,1552642488837,-0.10534,-0.11013,9.63427
1,Normal,1552642489237,-0.49321,-0.0814,10.47703
1,Normal,1552642489636,-0.73741,0.01437,10.35732
1,Normal,1552642490037,-0.249,0.01437,9.2895
1,Normal,1552642490434,-0.14365,-0.03831,9.61511
1,Normal,1552642490837,-0.70868,-0.2873,9.86411
1,Normal,1552642491235,-0.51236,-0.15323,10.46745
1,Normal,1552642491638,-0.28252,-0.10056,10.4866
1,Normal,1552642492039,-0.03831,-0.27773,10.39562
1,Normal,1552642492437,-0.09098,0.01915,9.72525
1,Normal,1552642492838,-0.11971,-0.01437,9.34218
1,Normal,1552642493237,-0.30646,0.00479,9.07402
1,Normal,1552642493636,-0.57461,-0.09098,9.52892
1,Normal,1552642494037,-0.73741,-0.27294,9.93594
1,Normal,1552642494437,-0.31603,-0.11013,10.50576
1,Normal,1552642494840,-0.1245,-0.01915,10.4866
1,Normal,1552642495241,-0.07183,0.03831,9.81144
1,Normal,1552642495637,-0.13408,-0.00958,9.33739
1,Normal,1552642496036,-0.31603,-0.02394,9.05008
1,Normal,1552642496437,-0.5363,-0.07661,9.40442
1,Normal,1552642496836,-0.73741,-0.27773,10.36689
1,Normal,1552642497236,-0.31603,-0.10056,9.60554
1,Normal,1552642497637,-0.02873,0.04788,9.14585
1,Normal,1552642498037,-0.14844,-0.08619,9.40442
1,Normal,1552642498438,-0.67516,-0.20111,9.75398
1,Normal,1552642498835,-0.68474,-0.28252,10.14184
1,Normal,1552642499237,-0.46448,-0.20111,10.4483
1,Normal,1552642499637,-0.30167,-0.09098,10.51533
1,Normal,1552642500036,-0.07183,-0.01437,10.46266
1,Normal,1552642500438,-0.13408,-0.02873,9.59596
1,Normal,1552642500837,-0.22027,0.02873,9.165
1,Normal,1552642501236,-0.53151,-0.11492,9.37091
1,Normal,1552642501639,-0.73263,-0.24421,9.83538
1,Normal,1552642502036,-0.29688,-0.07661,10.50097
1,Normal,1552642502438,-0.05267,0.01915,9.15543
1,Normal,1552642502836,-0.0814,-0.02394,9.25119
1,Normal,1552642503234,-0.14844,0.04788,9.22246
1,Normal,1552642503636,-0.50278,-0.1245,10.4866
1,Normal,1552642504035,-0.63207,-0.0814,10.51055
1,Normal,1552642504436,-0.11492,-0.02394,9.67257
1,Normal,1552642504835,-0.22027,0.02873,9.14106
1,Normal,1552642505238,-0.56982,-0.0814,9.52413
1,Normal,1552642505638,-0.60334,-0.23942,10.35732
1,Normal,1552642506037,-0.03352,-0.00479,10.35732
1,Normal,1552642506435,-0.15802,0.03831,9.24162
1,Normal,1552642506839,-0.55545,-0.09098,9.40442
1,Normal,1552642507237,-0.73741,-0.28252,10.0748
1,Normal,1552642507637,-0.26336,-0.06704,10.50576
1,Normal,1552642508038,0.01437,0.03831,10.26634
1,Normal,1552642508440,-0.13408,0.01915,9.22725
1,Normal,1552642508838,-0.49321,-0.11971,9.31344
1,Normal,1552642509236,-0.73741,-0.29209,9.98861
1,Normal,1552642509636,-0.33519,-0.11492,10.47224
1,Normal,1552642510036,-0.16759,-0.06704,9.19373
1,Normal,1552642510437,-0.13408,-0.01915,9.35175
1,Normal,1552642510836,-0.17717,-0.25379,9.79228
1,Normal,1552642511236,-0.56024,-0.07183,10.50576
1,Normal,1552642511637,-0.02394,0.04788,10.03649
1,Normal,1552642512038,-0.19632,0.00479,9.14106
1,Normal,1552642512438,-0.56503,-0.06225,9.44752
1,Normal,1552642512836,-0.68953,-0.27294,10.18972
1,Normal,1552642513237,-0.16759,-0.04788,10.52491
1,Normal,1552642513636,-0.12929,-0.10534,9.33739
1,Normal,1552642514037,-0.50757,-0.0814,9.31823
1,Normal,1552642514438,-0.59376,-0.22984,10.38126
1,Normal,1552642514839,0.00958,0.07661,10.12268
1,Normal,1552642515240,-0.40701,-0.06225,9.09318
1,Normal,1552642515637,-0.71826,-0.2873,10.08917
1,Normal,1552642516036,-0.23942,-0.09577,10.50576
1,Normal,1552642516438,-0.13886,-0.03352,9.38048
1,Normal,1552642516837,-0.39744,-0.23463,10.37647
1,Normal,1552642517236,-0.69432,-0.01437,10.40999
1,Normal,1552642517636,-0.2873,-0.00958,9.35654
1,Normal,1552642518037,-0.58419,-0.05746,9.42837
1,Normal,1552642518438,-0.26815,-0.0814,10.52491
1,Normal,1552642518837,-0.13408,-0.0431,9.36612
1,Normal,1552642519237,-0.53151,-0.0814,9.33739
1,Normal,1552642519638,-0.72305,-0.29688,10.17057
