2,fault1,1561101533915,-19.929,-2.34,6.24
2,fault1,1561101533937,-19.929,-15.405,-19.929
2,fault1,1561101533959,6.006,-12.48,-19.929
2,fault1,1561101533981,19.929,2.925,19.929
2,fault1,1561101534003,19.929,15.99,19.929
2,fault1,1561101534025,-6.63,14.898,19.929
2,fault1,1561101534047,-19.929,-10.569,-19.929
2,fault1,1561101534069,-8.268,-16.068,-19.929
2,fault1,1561101534091,19.929,-5.07,-0.702
2,fault1,1561101534113,19.929,12.87,19.929
2,fault1,1561101534135,6.435,17.082,19.929
2,fault1,1561101534157,-19.929,3.471,19.929
2,fault1,1561101534179,-19.929,-11.427,-19.929
2,fault1,1561101534201,-5.304,-15.093,-19.929
2,fault1,1561101534223,19.929,-2.535,4.524
2,fault1,1561101534245,19.929,17.043,19.929
2,fault1,1561101534267,-11.544,12.753,19.929
2,fault1,1561101534289,-19.929,-4.173,-5.733
2,fault1,1561101534311,-18.486,-16.809,-19.929
2,fault1,1561101534333,12.675,-10.335,-19.032
2,fault1,1561101534355,19.929,6.903,19.929
2,fault1,1561101534377,19.344,17.16,19.929
2,fault1,1561101534399,-12.402,12.09,19.929
2,fault1,1561101534421,-19.929,-3.978,-6.318
2,fault1,1561101534443,-3.237,-15.171,-19.929
2,fault1,1561101534465,19.929,-2.223,6.864
2,fault1,1561101534487,19.929,14.508,19.929
2,fault1,1561101534509,4.953,17.979,19.929
2,fault1,1561101534531,-19.929,5.85,19.929
2,fault1,1561101534553,-19.929,-12.168,-19.929
2,fault1,1561101534575,-4.563,-15.21,-19.929
2,fault1,1561101534597,19.929,-2.34,5.343
2,fault1,1561101534619,19.929,14.196,19.929
2,fault1,1561101534641,-12.168,12.597,19.929
2,fault1,1561101534663,-19.929,-3.783,-5.772
2,fault1,1561101534685,-18.213,-16.77,-19.929
2,fault1,1561101534707,13.026,-9.984,-18.837
2,fault1,1561101534729,19.929,6.513,19.929
2,fault1,1561101534751,19.929,17.628,19.929
2,fault1,1561101534773,-11.505,12.48,19.929
2,fault1,1561101534795,-19.929,-5.226,-2.847
